พื้นที่,เนื้อที่ปลูก,ผลผลิต
ไม้ดอก,7,"1,050.00"
ดาวเรือง,7,"1,050.00"
ไม้ประดับ,62,"3,650,000.00"
ไม้ชำถุงอื่น ๆ,62,"3,650,000.00"
เดิมบางนางบวช,"302,641.50","585,566,650.00"
ข้าว,"240,050.00","143,478,600.00"
ข้าวนาปี,"189,050.00","129,873,600.00"
ข้าวนาปรัง,"51,000.00","13,605,000.00"
พืชไร่,"61,906.00","441,589,750.00"
ข้าวโพดเลี้ยงสัตว์,103,"33,500.00"
งาดำ,15,750
อ้อยโรงงาน,"53,178.00","415,740,500.00"
หญ้าเลี้ยงสัตว์,140,"420,000.00"
มันสำปะหลังโรงงาน,"8,470.00","25,395,000.00"
พืชผัก,665.5,"498,300.00"
กระเจี๊ยบเขียว,560,"392,600.00"
ข้าวโพดหวาน,13,"15,000.00"
ชะอม,2,200
ตะไคร้,4,"12,000.00"
แตงกวา,6,"6,000.00"
แตงโมอ่อน,2,"1,000.00"
ถั่วฝักยาว,21,"21,000.00"
บวบ,2.5,"4,400.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),6,"6,000.00"
ฟัก / แฟง,5,"5,000.00"
ฟักทอง,2,"2,000.00"
มะเขือเปราะ,37,"29,100.00"
มะระจีน,3,"3,000.00"
ผักอื่นๆ,2,"1,000.00"
ไม้ดอก,20,0
กุหลาบตัดดอก,20,0
ด่านช้าง,"295,714.50","1,196,350,857.00"
ข้าว,"2,948.50","1,507,100.60"
ข้าวนาปี,"1,399.00","1,198,800.60"
ข้าวไร่,"1,549.50","308,300.00"
พืชไร่,"290,333.00","1,192,899,461.40"
ข้าวโพดเลี้ยงสัตว์,"32,026.00","14,847,761.40"
ถั่วเขียวผิวมัน,250,"7,500.00"
เผือก,2,0
อ้อยโรงงาน,"208,633.00","1,123,754,200.00"
สับปะรด,"2,521.00","6,065,500.00"
หญ้าเลี้ยงสัตว์,643,"4,800,500.00"
มันสำปะหลังโรงงาน,"46,258.00","43,424,000.00"
พืชผัก,"2,422.00","1,911,295.00"
ข้าวโพดรับประทานฝักสด,264,"229,000.00"
ข้าวโพดหวาน,50,"50,000.00"
คะน้า,668,"1,011,800.00"
แคนตาลูป,25,"10,600.00"
ตั้งโอ๋,3,"2,100.00"
แตงกวา,39,"33,300.00"
แตงร้าน,2,0
ถั่วฝักยาว,3,"3,000.00"
ผักกวางตุ้ง,225,"196,000.00"
ผักชี,300,"97,010.00"
ผักบุ้งจีน,7,"8,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),355,"54,200.00"
สะระแหน่,10,685
หอมแบ่ง(ต้นหอม),450,"212,000.00"
ผักอื่นๆ,21,"3,600.00"
สมุนไพรและเครื่องเทศ (รต.01),11,"33,000.00"
ขมิ้นชัน,11,"33,000.00"
บางปลาม้า,"394,176.00","324,849,930.00"
ข้าว,"393,560.00","322,430,500.00"
ข้าวนาปี,"196,780.00","167,263,000.00"
ข้าวนาปรัง,"196,780.00","155,167,500.00"
พืชไร่,147,"392,250.00"
เผือก,2,"4,800.00"
มันเทศ,145,"387,450.00"
พืชผัก,290,"1,516,280.00"
คะน้า,120,"173,500.00"
แตงกวา,2,"18,920.00"
ถั่วฝักยาว,10,"90,500.00"
บวบ,20,"218,300.00"
ผักกวางตุ้ง,45,"126,000.00"
พริกใหญ่,29,"420,000.00"
ฟัก / แฟง,5,"47,020.00"
โหระพา,40,"388,440.00"
เมล่อนญี่ปุ่น,19,"33,600.00"
ไม้ดอก,179,"510,900.00"
กล้วยไม้ (ไม้ตัดดอกเมืองร้อน),175,"510,900.00"
กล้วยไม้ (ไม้ดอกกระถาง),4,0
ศรีประจันต์,"124,107.00","165,592,475.00"
ข้าว,"113,306.00","89,301,975.00"
ข้าวนาปี,"92,144.00","77,997,375.00"
ข้าวนาปรัง,"21,162.00","11,304,600.00"
พืชไร่,"10,376.00","75,324,000.00"
ถั่วเขียวผิวมัน,50,0
เผือก,486,"1,243,000.00"
มันเทศ,"1,118.00","1,745,000.00"
แห้ว,"3,519.00","5,608,000.00"
อ้อยโรงงาน,"5,203.00","66,728,000.00"
พืชผัก,415,"966,500.00"
คะน้า,395,"962,500.00"
มะเขืออื่นๆ,20,"4,000.00"
ไม้ดอก,10,0
มะลิ (ไม้เด็ดดอก),10,0
ดอนเจดีย์,"105,383.00","90,589,262.25"
ข้าว,"84,673.50","61,360,932.25"
ข้าวนาปี,"84,534.00","61,265,907.50"
ข้าวนาปรัง,139.5,"95,024.75"
พืชไร่,"20,552.50","28,832,330.00"
ข้าวโพดเลี้ยงสัตว์,122.5,"41,600.00"
ถั่วเขียวผิวมัน,169,"39,980.00"
มันเทศ,52,0
อ้อยโรงงาน,"15,759.50","25,068,000.00"
สับปะรด,6.5,"1,250.00"
มันสำปะหลังโรงงาน,"4,443.00","3,681,500.00"
พืชผัก,157,"396,000.00"
แตงร้าน,56,"168,000.00"
แตงโมเนื้อ,45,"180,000.00"
ถั่วฝักยาว,56,"48,000.00"
สองพี่น้อง,"413,630.00","1,807,033,565.30"
ข้าว,"274,698.00","230,525,225.00"
ข้าวนาปี,"137,844.00","117,496,350.00"
ข้าวนาปรัง,"136,854.00","113,028,875.00"
พืชไร่,"129,663.00","1,543,911,030.00"
เผือก,173,"60,030.00"
มันเทศ,900,"75,000.00"
อ้อยโรงงาน,"128,590.00","1,543,776,000.00"
พืชผัก,"7,702.00","21,063,810.30"
กระเจี๊ยบเขียว,130,"368,730.00"
กระเฉด,82,"1,230,000.00"
ข้าวโพดฝักอ่อน,"1,228.00","1,399,500.00"
ข้าวโพดรับประทานฝักสด,18,"13,500.00"
คะน้า,"1,210.00","1,504,500.00"
ถั่วฝักยาว,20,"30,000.30"
ผักกวางตุ้ง,495,"303,000.00"
ผักกาดหอม,"1,548.00","1,716,000.00"
ผักคึ่นฉ่าย,412,"498,000.00"
ผักโขม,25,"37,500.00"
ผักบุ้งจีน,20,0
ผักบุ้งน้ำ,969,"9,422,800.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),15,0
พริกขี้หนูเม็ดใหญ่,20,0
พริกใหญ่,20,"30,000.00"
ฟักทอง,31,0
มะระจีน,750,"643,500.00"
หน่อไม้ฝรั่ง,315,"1,070,400.00"
โหระพา,292,"2,655,000.00"
เมล่อนญี่ปุ่น,80,"108,380.00"
ผักอื่นๆ,22,"33,000.00"
ไม้ดอก,"1,567.00","11,533,500.00"
บัวหลวง,"1,567.00","11,533,500.00"
สามชุก,"173,842.25","303,244,730.00"
ข้าว,"147,695.00","112,902,500.00"
ข้าวนาปี,"135,395.00","105,922,500.00"
ข้าวนาปรัง,"12,300.00","6,980,000.00"
พืชไร่,"25,514.00","188,917,000.00"
ถั่วเขียวผิวมัน,"5,500.00","412,500.00"
อ้อยโรงงาน,"20,014.00","188,504,500.00"
พืชผัก,464,"727,250.00"
กระเจี๊ยบเขียว,45,"269,000.00"
ข่า,90,0
ข้าวโพดรับประทานฝักสด,74,"77,500.00"
ข้าวโพดหวาน,150,"235,000.00"
คะน้า,30,"54,000.00"
ชะอม,45,"1,750.00"
มะเขือเปราะ,30,"90,000.00"
ไม้ดอก,145,"687,980.00"
กุหลาบร้อยมาลัย,54,"440,000.00"
จำปี-จำปา,35,0
มะลิ (ไม้เด็ดดอก),16,"240,000.00"
ดอกรัก,40,"7,980.00"
ไม้ประดับ,20,"10,000.00"
เตย,20,"10,000.00"
สมุนไพรและเครื่องเทศ (รต.01),4.25,0
กระชายดำ,4.25,0
อู่ทอง,"331,892.00","1,161,726,932.65"
ข้าว,"193,128.00","132,002,332.65"
ข้าวนาปี,"117,985.00","86,836,082.65"
ข้าวนาปรัง,"75,143.00","45,166,250.00"
พืชไร่,"137,515.00","1,028,452,400.00"
ข้าวโพดเลี้ยงสัตว์,"19,275.00","5,174,500.00"
ถั่วเขียวผิวมัน,450,"90,000.00"
เผือก,1,"1,400.00"
มันเทศ,110,0
อ้อยโรงงาน,"112,675.00","1,022,577,500.00"
มันสำปะหลังโรงงาน,954,"609,000.00"
ข้าวโพดเลี้ยงสัตว์ (เมล็ดพันธุ์),"4,050.00",0
พืชผัก,"1,244.00","1,266,900.00"
กระเจี๊ยบเขียว,220,"261,200.00"
ข้าวโพดหวาน,55,"33,000.00"
คะน้า,397,"454,100.00"
ผักกวางตุ้ง,40,"17,000.00"
ผักบุ้งจีน,40,"17,000.00"
หน่อไม้ฝรั่ง,492,"484,600.00"
ไม้ดอก,5,"5,300.00"
มะลิ (ไม้ดอกกระถาง),5,"5,300.00"
หนองหญ้าไซ,"193,327.00","1,111,674,725.00"
ข้าว,"73,736.00","12,023,985.00"
ข้าวนาปี,"73,573.00","12,023,985.00"
ข้าวนาปรัง,163,0
พืชไร่,"116,086.00","1,051,575,150.00"
ข้าวโพดเลี้ยงสัตว์,281,"207,600.00"
งาดำ,1,50
ถั่วเขียวผิวมัน,215,"6,500.00"
อ้อยโรงงาน,"111,952.00","1,046,677,000.00"
มันสำปะหลังโรงงาน,"3,637.00","4,684,000.00"
พืชผัก,"3,195.00","47,266,040.00"
กระเจี๊ยบเขียว,3,"5,000.00"
ข้าวโพดฝักอ่อน,29,"55,040.00"
ข้าวโพดรับประทานฝักสด,4,"12,000.00"
ข้าวโพดหวาน,968,"1,783,000.00"
แตงกวา,11,"26,500.00"
แตงร้าน,235,"422,500.00"
แตงไทย,43,"61,000.00"
ถั่วฝักยาว,560,"822,500.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),261,"231,000.00"
พริกขี้หนูเม็ดใหญ่,63,"75,600.00"
ฟัก / แฟง,8,"24,000.00"
ฟักทอง,2,"6,000.00"
มะเขือเปราะ,53,"187,000.00"
มะเขือยาว,10,"17,500.00"
มะเขืออื่นๆ,5,"10,000.00"
มะระจีน,11,"33,000.00"
หน่อไม้ฝรั่ง,4,"9,000.00"
ดอกขจร,15,"10,000.00"
เมล่อนญี่ปุ่น,883,"43,394,400.00"
ผักอื่นๆ,27,"81,000.00"
ไม้ดอก,270,"749,550.00"
กุหลาบตัดดอก,7,"7,200.00"
ดาวเรือง,223,"736,000.00"
มะลิ (ไม้เด็ดดอก),40,"6,350.00"
สมุนไพรและเครื่องเทศ (รต.01),40,"60,000.00"
กระเจี๊ยบแดง,40,"60,000.00"
สุราษฎร์ธานี,"47,370.06","65,100,188.09"
เมืองสุราษฎร์ธานี,"1,298.00","47,000.00"
พืชผัก,"1,273.00","47,000.00"
ข่า,20,0
ข้าวโพดหวาน,0,0
คะน้า,69,0
ตะไคร้,0,0
แตงกวา,92,0
แตงร้าน,12,0
แตงโมเนื้อ,0,0
ถั่วฝักยาว,418,0
ถั่วพู,29,0
บวบ,33,"5,000.00"
ผักกวางตุ้ง,9,"18,000.00"
ผักบุ้งจีน,59,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),141,"6,000.00"
มะเขือเปราะ,5,0
มะเขืออื่นๆ,0,0
มะระจีน,127,"18,000.00"
โหระพา,251,0
ผักอื่นๆ,8,0
ไม้ประดับ,25,0
เตย,25,0
กาญจนดิษฐ์,"16,305.11","47,182,840.00"
พืชไร่,47,"77,400.00"
เผือก,47,"77,400.00"
พืชผัก,"16,258.11","47,105,440.00"
ข้าวโพดหวาน,"2,662.00","4,082,800.00"
แตงกวา,"2,124.25","9,720,400.00"
แตงร้าน,"1,311.02","3,473,000.00"
แตงโมเนื้อ,660,"3,485,000.00"
ถั่วฝักยาว,"2,035.00","5,985,918.00"
ถั่วพู,468,"619,120.00"
บวบ,907.18,"1,656,042.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),"1,194.61","2,204,010.00"
มะเขือเปราะ,"4,122.05","12,591,650.00"
มะเขือยาว,311,"1,434,500.00"
มะระจีน,463,"1,853,000.00"
ดอนสัก,937.5,"246,480.00"
พืชไร่,164,"61,020.00"
สับปะรด,164,"61,020.00"
พืชผัก,773.5,"185,460.00"
ข้าวโพดหวาน,360,"115,200.00"
แตงกวา,195,"55,300.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),207,"9,860.00"
เห็ดนางฟ้า,11.5,"5,100.00"
เกาะสมุย,121.75,"87,611.00"
พืชไร่,23,"12,880.00"
อ้อยเคี้ยว,2.5,"5,550.00"
สับปะรด,20.5,"7,330.00"
พืชผัก,98.25,"72,911.00"
กะเพรา,0.25,93
ข้าวโพดหวาน,17,"15,550.00"
ชะอม,0.25,143
ตะไคร้,2.75,"3,545.00"
แตงกวา,3.25,"7,850.00"
ถั่วฝักยาว,12.75,"5,800.00"
มะเขือเปราะ,1,495
โหระพา,1,275
ผักอื่นๆ,60,"39,160.00"
ไม้ดอก,0.5,"1,820.00"
ธรรมรักษา,0.5,"1,820.00"
เกาะพะงัน,294.25,"228,580.00"
พืชไร่,44.5,"35,000.00"
สับปะรด,44.5,"35,000.00"
พืชผัก,249.75,"193,580.00"
ตะไคร้,14,"4,760.00"
แตงกวา,51.25,"37,590.00"
แตงร้าน,27,"28,800.00"
ถั่วฝักยาว,43.25,"32,700.00"
ถั่วพู,0.25,100
ผักบุ้งจีน,35,"19,320.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),16,"8,650.00"
มะเขือเปราะ,50,"40,860.00"
โหระพา,13,"20,800.00"
ไชยา,"5,586.20","3,500,370.05"
ข้าว,"2,225.80","913,040.05"
ข้าวนาปี,"1,330.00","655,840.05"
ข้าวนาปรัง,895.8,"257,200.00"
พืชไร่,546,"592,500.00"
ถั่วปันหยี(ถั่วหรั่ง),224,"121,500.00"
สับปะรด,322,"471,000.00"
พืชผัก,"2,814.40","1,994,830.00"
ข้าวโพดหวาน,69.2,"26,600.00"
ตะไคร้,214.3,"633,900.00"
แตงกวา,341.7,"236,610.00"
แตงโมเนื้อ,113,"205,000.00"
ถั่วฝักยาว,66.3,"37,100.00"
ผักกวางตุ้ง,69,"32,000.00"
ผักบุ้งจีน,195.5,"79,150.00"
ฟักทอง,17,"19,700.00"
มะเขือเปราะ,66.6,"24,060.00"
เห็ดฟาง,701,"324,830.00"
ผักอื่นๆ,960.8,"375,880.00"
ท่าชนะ,"1,575.00","1,264,500.00"
พืชไร่,340,0
สับปะรด,340,0
พืชผัก,"1,115.00","1,264,500.00"
ขมิ้น,"1,115.00","1,264,500.00"
